16.0 16.0 27.860505500000016
16.0 32.0 24.629091000000006
16.0 64.0 20.17504749999999
16.0 128.0 17.397977499999996
16.0 256.0 14.941708999999998
16.0 512.0 13.056128500000003
16.0 1024 45 
32.0 16.0 34.06255250000001
32.0 32.0 34.193928
32.0 64.0 26.499667
32.0 128.0 22.029751
32.0 256.0 17.317272000000006
32.0 512.0 17.2622715
32.0 1024 45 
64.0 16.0 46.599353999999984
64.0 32.0 44.1486195
64.0 64.0 38.16327399999998
64.0 128.0 32.59772049999998
64.0 256.0 27.9025015
64.0 512.0 22.9618095
64.0 1024 45 
128.0 16.0 63.09330600000002
128.0 32.0 58.904846000000006
128.0 64.0 45.49295550000004
128.0 128.0 45.133749999999985
128.0 256.0 38.744712499999984
128.0 512.0 33.61808699999998
128.0 1024 45 
256.0 16.0 88.13186400000001
256.0 32.0 82.70628450000002
256.0 64.0 79.26962149999999
256.0 128.0 63.57871000000002
256.0 256.0 54.048033
256.0 512.0 46.291673999999986
256.0 1024 45 
512.0 16.0 87.22761
512.0 32.0 87.36441699999996
512.0 64.0 74.18548099999994
512.0 128.0 77.98142650000001
512.0 256.0 45 
512.0 512.0 45
512.0 1024 45 
1024.0 16.0 45 
1024.0 32.0 45
1024.0 64.0 45
1024.0 128.0 45
1024.0 256.0 45 
1024.0 512.0 45
1024.0 1024 45 
