8.0 12.0 6 4
6.0 12.0 10 6
4.0 12.0 6 8
2.0 12.0 6 4
1.0 12.0 30 8
0.8 12.0 50 0
0.6 12.0 53 13
0.4 12.0 86 13
0.2 12.0 100 0
0.1 12.0 100 0
