8.0 12.0 0 0
6.0 12.0 2 4
4.0 12.0 0 0
2.0 12.0 2 4
1.0 12.0 4 4
0.8 12.0 2 4
0.6 12.0 38 34
0.4 12.0 61 22
0.2 12.0 94 7
0.1 12.0 100 0
