8.0 12.0 4 4
6.0 12.0 6 8
4.0 12.0 4 4
2.0 12.0 8 4
1.0 12.0 4 4
0.8 12.0 0 0
0.6 12.0 12 7
0.4 12.0 12 9
0.2 12.0 26 12
0.1 12.0 61 13
