3.0 3.0 52.19254810000001
3.0 3.5 52.696415500000015
3.0 4.0 52.9804783
3.0 4.5 54.6681066
3.0 5.0 52.17352719999999
3.0 5.5 52.80485860000001
3.0 6.0 53.06453309999999
3.5 3.0 54.98788260000001
3.5 3.5 55.11018260000001
3.5 4.0 55.006736799999985
3.5 4.5 54.7376803
3.5 5.0 54.5311793
3.5 5.5 53.45987070000001
3.5 6.0 54.21565219999999
4.0 3.0 56.17001819999998
4.0 3.5 54.92878880000001
4.0 4.0 53.882391000000005
4.0 4.5 54.48031589999998
4.0 5.0 55.20770029999998
4.0 5.5 54.085601100000005
4.0 6.0 56.00462690000002
4.5 3.0 56.48239220000001
4.5 3.5 57.55517730000001
4.5 4.0 56.52246919999999
4.5 4.5 55.754799500000004
4.5 5.0 54.401863200000015
4.5 5.5 52.703824299999994
4.5 6.0 53.67529710000001
5.0 3.0 57.3178457
5.0 3.5 56.76093019999998
5.0 4.0 55.3687608
5.0 4.5 53.6153192
5.0 5.0 53.33347050000002
5.0 5.5 54.766196600000015
5.0 6.0 53.512256
5.5 3.0 57.957561399999996
5.5 3.5 57.22486630000001
5.5 4.0 56.7517519
5.5 4.5 55.663955999999985
5.5 5.0 54.4873689
5.5 5.5 56.32529219999999
5.5 6.0 54.64941359999999
6.0 3.0 58.58610349999999
6.0 3.5 57.3818873
6.0 4.0 54.81175140000001
6.0 4.5 56.49005699999999
6.0 5.0 55.3035181
6.0 5.5 55.82301009999999
6.0 6.0 55.5493594
